GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"55.09,84.91",#,#,"3.1665,6.4334999999999996",#,"37.599999999999994,48.2",#,#,#,"0.9904999999999997,4.6175",#,#,"1.2220000000000002,3.9779999999999998","-1.381454703240617,8.033000000000001","5.944000000000001,11.656",#,#,"-0.7284999999999999,1.6284999999999998",#,1.0,1.0,1.0,1,83.66666666666667,49768,49687,0.42105263157894735,0.0008122907668456911,3,3
#,"21.329,34.871","-1.862499999999999,17.6625","2.5170000000000003,7.522499999999999",#,#,#,"-2.0475,2.8925",#,#,#,"55.599999999999994,90.6",#,#,"7.241589399745579,11.272","-3.122,4.82",#,#,#,1.0,1.0,1.0,1,79.29750016,49994,49687,0.3684210526315789,0.0008051578401739089,13,13
#,"2.318532903894063,36.87359129449017",#,#,#,"20.588,39.57077567240506","-0.8394999999999999,0.6990000000000001","-0.2974999999999999,2.4975",#,"-1.8479999999999999,1.7934999999999999","-1.383,4.966","58.701277486113476,88.2",#,#,"-3.2800000000000002,4.88",#,"-0.22500000000000003,0.4939886085315348","-1.404,1.404",#,0.0,0.1991161489782947,0.7241379310344828,2,72.79953032391877,49955,49691,0.5263157894736842,0.001478359657820553,21,29
#,"25.367000000000004,44.033","14.05,22.7875",#,#,"39.56399999999999,60.87583226058637",#,#,#,#,#,#,#,"-1.381454703240617,8.033000000000001","0.31599999999999984,5.484","2.1370000000000005,9.99925390105279",#,#,#,1.0,0.670176922268936,0.9230769230769231,1,73.12250521600001,49946,49692,0.3157894736842105,0.0007424591979447837,12,13
"64.735,95.265",#,"6.012500000000001,24.515963511928007","5.09203477173228,9.0185",#,#,#,"-1.8849999999999998,7.24","-35.5,77.7",#,#,#,#,#,#,#,#,"-0.6944999999999999,1.6284999999999998",#,1.0,0.46266436603796024,0.8571428571428571,1,84.51187627371397,49994,49692,0.3157894736842105,0.0008416332004586205,18,21
"-12.14,37.31899423524918",#,"2.8625,11.9375",#,#,"18.695999999999998,47.104",#,"-1.2925,1.8925",#,#,#,#,"-1.561,2.3609999999999998",#,#,"-3.8749999999999996,3.2249999999999996",#,#,#,1,0.005810451002558458,0.35714285714285715,1,72.135558656,49933,49694,0.3157894736842105,0.0007324381032190572,5,14
"-12.14,60.892947098646246","11.378,23.822000000000003","-3.4125000000000005,15.0125","0.7755000000000001,5.8245",#,#,#,#,#,#,"-1.3599999999999997,4.76",#,"-0.9455,1.0043017658781324","-1.631,5.231","-3.7475533996070816,4.9559999999999995",#,"0.8875,1.5125",#,#,0.0,1.0,1.0,1,82.0,49710,49699,0.47368421052631576,0.0008325980360168333,1,1
"-12.14,71.53555799850108",#,#,#,#,"20.588,39.57077567240506","0.9445000000000001,2.2555","3.5649999999999995,6.035",#,#,#,#,#,#,"-0.964,5.564",#,#,#,#,0.0,0.13168724279835387,0.6666666666666666,1,61.666666666666664,49914,49707,0.2631578947368421,0.0006261407994435535,2,3
"66.09,95.91",#,"14.05,24.515963511928007",#,#,"39.56399999999999,64.87766687502697",#,"-2.0475,2.8925",#,#,#,#,#,#,#,"2.1370000000000005,6.768",#,#,#,1.0,1.0,1.0,1,113.0,49994,49708,0.2631578947368421,0.0011473607081695387,2,2
#,#,"14.05,24.515963511928007","4.080500000000001,10.119499999999999",#,#,#,#,#,#,#,#,#,#,#,#,#,"-0.7284999999999999,1.7285","1.9979999999999998,3.802",1.0,0.708245596707819,0.9333333333333333,1,86.70941917184,49994,49708,0.21052631578947367,0.0008804157573979798,14,15
"-12.14,60.892947098646246","11.378,23.822000000000003","-3.4125000000000005,15.0125","0.7755000000000001,5.8245",#,#,#,#,"-18.5,18.5",#,#,#,"-0.9455,1.0043017658781324",#,"-3.7475533996070816,4.9559999999999995",#,"0.8875,1.5125",#,#,0.0,0.1,1.0,1,82.0,49710,49710,0.42105263157894735,0.0008325980360168333,0,0
"-12.14,48.975","1.1389999999999993,25.661",#,"-2.0164999999999997,3.4305",#,"43.464,55.336",#,#,#,"-2.1565000000000003,2.71",#,"58.701277486113476,62.2","-0.9455,2.2079999999999997",#,"-0.7999999999999999,2.6","-6.5729614772045135,2.8953586664590913",#,#,#,0.0,1.0,1.0,1,90.0,49869,49711,0.47368421052631576,0.0009138271127014024,1,1
#,#,"14.05,24.515963511928007",#,"12.684999999999999,19.715",#,#,#,"7.100000000000001,57.1","3.1895000000000002,8.8105",#,#,"1.650103779608251,2.8215",#,#,"2.1370000000000005,6.768",#,#,#,1.0,0.2373046875,0.75,1,54.25,49949,49720,0.3157894736842105,0.0005508346762672343,3,4
#,#,#,#,"12.684999999999999,19.715","37.26,56.339999999999996","0.7444999999999999,2.0555",#,#,#,#,"46.099999999999994,106.1","1.1785,4.131",#,#,"2.1370000000000005,6.768",#,#,#,1.0,0.3276800000000001,0.8,1,55.6,49949,49720,0.3157894736842105,0.0005645420829577554,4,5
#,#,"0.46249999999999947,16.137500000000003",#,#,"20.588,56.476","0.6170000000000002,2.221",#,"13.3,38.3",#,"-1.1050000000000002,5.848","53.7,111.0",#,#,#,"0.7670000000000003,7.233",#,#,"-0.08400000000000007,1.8840000000000001",0.0,5.949901826619859e-05,0.14285714285714285,1,65.650770944,49853,49721,0.42105263157894735,0.000669560231956474,2,14
#,#,#,"3.0685000000000007,6.7315000000000005","9.434999999999999,13.09","25.524,39.57077567240506","0.9790000000000001,1.429",#,#,#,#,#,"-0.843,2.1805",#,"-0.8960000000000004,5.496",#,"0.03749999999999998,0.9625",#,#,1,0.003125,0.5,1,62.331456,49721,49721,0.3684210526315789,0.0006328908274106057,0,0
#,#,#,"0.6645000000000003,3.5355",#,"41.588,66.28547294559934","-0.736,0.736","-1.7200000000000002,1.9200000000000004",#,#,#,"80.5,119.5",#,"-0.04500000000000015,3.245",#,#,"-0.03749999999999998,1.6375000000000002","0.39800000000000013,1.802",#,1.0,0.1,1.0,1,89.081088,49724,49724,0.42105263157894735,0.0009044968160371061,0,0
#,#,#,#,#,"41.588,66.28547294559934","-0.736,0.736",#,#,#,#,"80.5,119.5",#,"-0.04500000000000015,3.245",#,#,"-0.03749999999999998,1.6375000000000002","0.39800000000000013,1.802",#,1.0,0.1,1.0,1,89.081088,49724,49724,0.3157894736842105,0.0009044968160371061,0,0
#,#,#,"-0.8364999999999998,1.5316330627480403",#,#,"-0.759,0.759",#,"-34.19671495435826,31.83087083200925",#,"-0.6259999999999999,5.225",#,"-1.561,1.1374865292756704",#,#,"-2.9749999999999996,4.975",#,#,"-0.08150000000000002,1.6815000000000002",0.0,0.1590361251087416,0.6923076923076923,1,70.38370770342598,49999,49727,0.3684210526315789,0.0006851635519935865,45,65
"-12.14,63.010000000000005",#,#,"-0.3334999999999999,1.5316330627480403","-1.4000000000000004,12.030000000000001",#,#,#,"-18.314485642361966,31.83087083200925",#,#,#,#,#,#,#,#,"-0.641,0.841","-0.8325000000000002,0.4152358731228758",0.0,0.34765472254481466,0.8095238095238095,1,72.52883983624962,49962,49731,0.3157894736842105,0.0007364313366126938,17,21
#,"-2.697000000000001,25.025000000000002","-3.637500000000001,8.2",#,#,"16.891999999999996,41.908",#,"0.2925,2.3075",#,"-2.0565,3.2565000000000004","-4.869951326091764,0.4828598119216707","58.701277486113476,74.0","-0.9455,0.7889999999999999","-1.1450000000000002,2.669",#,#,"-0.03585224236025819,0.625",#,#,0.0,1.0,1.0,1,101.0,49831,49731,0.5263157894736842,0.001025517093142685,1,1
#,#,#,#,#,#,#,"-2.2425,2.2425",#,#,#,"-21.703164198004583,58.4","1.0135,3.1865",#,#,#,"-0.4625000000000001,0.8625",#,"0.2749999999999999,2.325",0.0,1.6935087808430282e-05,0.1111111111111111,1,61.21952,49778,49733,0.2631578947368421,0.000621600635584064,1,9
"42.795,93.205",#,"2.7750000000000004,11.025",#,"-4.044999999999999,9.445","52.343999999999994,88.31017497477735",#,"-1.6575,1.6575",#,#,"-1.301,3.901","-21.703164198004583,58.4",#,#,#,#,"-0.4625000000000001,0.8625","-2.0256653893538012,1.0555",#,0.0,1.0,1.0,1,49.4,49977,49733,0.47368421052631576,0.0005015895485272142,5,5
"59.28,115.44387410932532",#,#,#,"1.995,9.405000000000001",#,"0.7707610393777689,1.536",#,"10.500000000000004,71.9",#,#,#,#,#,"-0.09600000000000009,2.768","-2.057,5.257","0.13749999999999996,1.35","-0.3825,0.9824999999999999",#,1,1.0,1.0,1,77.0048,49993,49735,0.42105263157894735,0.0007818786005349884,8,8
"55.025,86.975","22.368999999999996,43.230999999999995",#,#,#,#,#,#,#,#,"-1.3619999999999999,4.962",#,#,"-3.7631646256227036,8.033000000000001",#,"-5.844206302539304,4.08",#,"0.09299999999999997,1.107",#,1.0,0.6771870800781251,0.925,1,85.29408988418373,49994,49741,0.3157894736842105,0.0008515610894193333,37,40
#,#,"4.324999999999999,13.675",#,"4.58,24.36723375938056",#,#,"-1.5125000000000002,2.8047503146005237","12.600000000000001,53.6",#,"0.6620000000000001,4.538",#,#,"4.367,5.649000000000001",#,#,"-0.11250000000000004,3.8370566715090533","-0.8945,1.802",#,1.0,0.03125,0.5,1,67.5,49741,49741,0.42105263157894735,0.0006853703345260519,1,2
"55.09,84.91","21.329,34.871","-1.862499999999999,17.6625","2.5170000000000003,7.522499999999999","4.035,12.965","37.599999999999994,48.2",#,"-1.551380737486241,1.0075",#,"0.9904999999999997,4.6175",#,"55.599999999999994,90.6","1.2220000000000002,3.9779999999999998",#,#,#,#,#,#,1.0,1.0,1.0,1,82.12504678399999,49992,49747,0.5263157894736842,0.0008338677153676701,13,13
#,"25.104999999999997,48.895",#,#,"11.900000000000002,23.3",#,"0.35250000000000015,1.8475000000000001","1.135,3.54713569161508",#,#,"3.599,8.801",#,"0.8280000000000001,3.372",#,#,"-0.643,2.643",#,#,"2.5059999999999993,5.2940000000000005",0.0,0.0,0.0,1,36.0,49748,49748,0.42105263157894735,0.000365530845080561,0,1
#,"22.368999999999996,43.230999999999995",#,#,#,#,#,#,#,#,"-1.3619999999999999,4.962",#,#,"-3.7631646256227036,3.745",#,"-5.844206302539304,4.08","-0.9777608420906284,1.0125",#,#,1.0,0.3137972914145376,0.7931034482758621,1,73.13452433458198,49992,49749,0.2631578947368421,0.0007425812356829057,23,29
"59.41,100.59",#,#,#,#,#,#,"1.5150000000000001,5.285",#,#,"-0.7109999999999999,7.168",#,#,"0.2370000000000001,2.963",#,#,"1.0072175900059024,2.7375",#,"2.083,4.876",1.0,1.0,1.0,1,92.5,49993,49750,0.3157894736842105,0.0009392111991653303,2,2
#,#,"-7.625000000000002,8.2","-0.3334999999999999,1.5316330627480403",#,#,#,#,#,#,#,#,"-0.41300000000000003,0.9215",#,"-1.036,6.036",#,#,#,"-0.8325000000000002,0.4152358731228758",0.0,0.401877572016461,0.8333333333333334,1,72.82412361465856,49962,49754,0.2631578947368421,0.000739429540197705,15,18
"-12.14,71.53555799850108",#,#,#,"-1.4000000000000004,12.030000000000001",#,#,"0.8300000000000001,5.6919484006662255","-18.314485642361966,31.83087083200925",#,#,#,#,#,#,#,#,"-0.641,0.841","-0.6250000000000001,1.4250000000000003",0.0,0.2693290743429045,0.7692307692307693,1,86.850353152,49914,49754,0.3157894736842105,0.0008818467495332145,10,13
"66.68696177796211,69.93",#,#,#,#,"41.588,53.937304468721905",#,#,#,#,"0.6720000000000002,3.528","59.2,94.2",#,#,"-0.14400000000000013,3.136",#,"1.2375,2.7375",#,#,1.0,0.1,1.0,1,64.0,49755,49755,0.3157894736842105,0.0006498326134765529,0,0
#,#,"4.324999999999999,13.675",#,#,"41.588,53.937304468721905","-0.6784999999999999,0.6784999999999999",#,#,#,#,#,#,#,#,#,"1.2375,2.7375",#,"2.083,5.117",1.0,0.0,0.0,1,69.0,49755,49755,0.2631578947368421,0.0007006007864044086,0,1
"42.795,124.65406965562099","-5.597,15.997","2.7750000000000004,11.025","-0.7304999999999999,3.1304999999999996","-4.044999999999999,2.9471728045373764",#,"-0.48299999999999993,0.23709355265353727","-0.6387356545250001,3.7619710589313056","-34.19671495435826,31.83087083200925",#,#,"-21.703164198004583,58.4",#,#,#,#,"-0.4625000000000001,0.8625","-2.0256653893538012,1.0555",#,0.0,1.0,1.0,1,55.333333333333336,49977,49760,0.5789473684210527,0.0005618344470682697,3,3
#,#,#,#,"12.684999999999999,19.715",#,#,"-1.8849999999999998,2.8925",#,"1.6824999999999997,5.9175",#,#,#,#,#,"2.1370000000000005,9.99925390105279",#,#,#,1.0,1.0,1.0,1,85.5,49861,49762,0.21052631578947367,0.0008681357570663324,2,2
#,#,#,#,#,"31.076,53.937304468721905",#,#,"45.15255841499342,68.5",#,#,#,"-0.9634999999999999,2.1635","1.2269999999999999,3.2510000000000003",#,#,"-0.15000000000000002,1.35",#,"0.20299999999999985,1.5970000000000002",1.0,1.0,1.0,1,57.0,49981,49764,0.3157894736842105,0.0005787571713775549,1,1
#,"6.404999999999999,30.195","-0.8250000000000002,28.425",#,#,"41.588,53.937304468721905",#,#,"45.15255841499342,68.5","-1.2334999999999998,4.233499999999999",#,"50.599999999999994,89.6","-0.9634999999999999,2.1635",#,#,"-2.664755781935898,2.72",#,"-1.2455,1.4675",#,1,1.0,1.0,1,48.0,49981,49764,0.47368421052631576,0.0004873744601074147,2,2
"-0.6550000000000011,35.65","0.7199999999999989,28.295",#,#,#,#,#,#,"15.0,60.3","-0.9935,1.3935",#,"43.2,90.2",#,#,#,#,#,#,#,0.0,0.3666478320532007,0.8181818181818182,1,86.8214144,49874,49767,0.2631578947368421,0.0008815529160200441,9,11
"-12.14,63.010000000000005",#,#,"-1.5224999999999997,2.585",#,#,#,#,#,#,#,#,"1.0135,3.1865",#,#,"-2.933,3.5329999999999995","-0.4625000000000001,1.35",#,"-0.3660000000000003,2.325",0.0,0.004115226337448558,0.3333333333333333,1,57.5012112384,49929,49778,0.3157894736842105,0.0005838462871424502,5,15
#,#,#,#,#,#,#,"-2.2425,2.2425","15.0,31.83087083200925",#,"-2.5700000000000003,4.57","-21.703164198004583,74.0",#,"-1.1450000000000002,2.669",#,#,#,#,#,0.0,0.06504222973314074,0.5789473684210527,1,87.2998231186473,49999,49778,0.2631578947368421,0.0008998636201604667,11,19
"55.025,115.44387410932532",#,#,#,#,"39.56399999999999,64.87766687502697",#,#,"-15.0,15.0",#,#,#,"1.2220000000000002,3.9779999999999998","0.45499999999999985,3.745",#,#,"-0.9777608420906284,1.0125","0.09299999999999997,1.107",#,1.0,0.46266436603796024,0.8571428571428571,1,91.696,49925,49779,0.3684210526315789,0.0009310476769585312,6,7
"66.09,115.44387410932532",#,#,#,"0.9749999999999996,7.625","39.56399999999999,64.87766687502697",#,"-1.4625000000000001,1.4625000000000001","-15.0,15.0","-0.2015,2.8015",#,#,"1.2220000000000002,3.9779999999999998","0.40507264868031817,8.033000000000001",#,#,#,#,"-0.8020514343893109,1.7355",1.0,1.0,1.0,1,78.0128,49925,49779,0.47368421052631576,0.0007921134641972441,8,8
"38.085,125.74425384782535","11.327,22.673000000000002",#,#,#,#,"0.7707610393777689,1.536",#,#,#,#,#,"-1.408,2.408",#,#,"-4.764876662894079,5.9670000000000005","0.13749999999999996,1.0625",#,#,1.0,0.46266436603796024,0.8571428571428571,1,69.456,49967,49780,0.3157894736842105,0.0007241572186429337,6,7
"55.025,86.975","22.368999999999996,43.230999999999995",#,#,#,#,#,#,#,#,"-1.3619999999999999,4.962",#,#,"0.7805722980881411,8.033000000000001","-1.4240000000000004,7.824000000000001","-5.844206302539304,4.08",#,"0.09299999999999997,1.107",#,1.0,0.5792642820741052,0.896551724137931,1,79.34792301959611,49993,49782,0.3684210526315789,0.0007760920825095159,26,29
"55.025,86.975","22.368999999999996,43.230999999999995",#,#,#,"35.14,47.86",#,#,"5.0,71.0",#,"-1.3619999999999999,4.962",#,#,"-3.7631646256227036,8.033000000000001",#,"-5.844206302539304,4.08","-0.08750000000000002,1.4874999999999998",#,#,1.0,0.512908935546875,0.875,1,80.65815478320184,49993,49782,0.42105263157894735,0.000792721600697092,21,24
#,#,#,#,#,"17.095999999999997,45.504000000000005",#,"0.024999999999999467,4.575",#,#,#,"40.6,69.6",#,"-0.19600000000000017,6.196",#,#,#,#,#,0.0,0.08988803537961923,0.6176470588235294,3,76.55796771562242,49999,49785,0.21052631578947367,0.04075620466577704,21,34
#,#,#,"0.23500000000000032,7.165","5.654999999999999,11.545","17.095999999999997,45.504000000000005",#,"0.024999999999999467,7.571011868547416",#,#,#,"40.6,69.6","-0.9455,1.548",#,#,"4.698,8.302","1.0625,2.3375",#,#,0.0,0.006754356352880662,0.5833333333333334,1,70.76903920418769,49785,49785,0.42105263157894735,0.00071856296405128,0,0
"-0.6550000000000011,76.07358438094263",#,#,#,#,#,#,#,#,"-1.8479999999999999,1.2508255355799611","-3.1700000000000004,3.97",#,#,#,#,#,"-0.14999999999999997,0.75",#,"-0.3660000000000003,3.5709999999999997",0.0,0.03895157956498234,0.5225225225225225,1,69.01342239670669,49999,49789,0.2631578947368421,0.00866810269159329,58,111
"-12.14,35.65",#,#,#,#,"17.518504059865123,31.612000000000002","-0.8394999999999999,0.9795",#,"-28.999999999999996,60.3","-0.9935,1.8479999999999999",#,"43.2,90.2","-0.8394999999999999,1.4395","0.412971909395377,2.669",#,"-0.5249999999999999,2.125",#,#,#,0.0,0.1,1.0,1,104.85902535495758,49789,49789,0.47368421052631576,0.0010647002264533782,0,0
#,#,#,"1.1755000000000004,6.2245","4.58,15.22",#,#,"-1.105,1.0075",#,#,"0.2320000000000002,7.168",#,#,"5.625,8.261",#,"-3.122,4.82",#,#,#,1.0,1.0,1.0,1,56.5,49916,49791,0.3157894736842105,0.0005736803540847693,2,2
#,#,"2.5874999999999995,16.6125",#,#,#,#,#,#,#,"0.2320000000000002,7.168",#,#,"2.4090000000000003,7.975",#,#,"-0.11250000000000004,1.125","0.11750000000000005,1.6284999999999998",#,1.0,0.22621766644850363,0.7428571428571429,1,79.69374621570098,49994,49791,0.2631578947368421,0.0007804812854650948,26,35
#,#,"14.05,24.515963511928007","4.080500000000001,10.119499999999999","12.684999999999999,19.715","37.26,56.339999999999996",#,#,#,#,#,#,#,#,#,"1.1860000000000004,5.214",#,"-0.7284999999999999,1.7285","1.9979999999999998,3.802",1.0,1.0,1.0,1,80.968,49965,49792,0.3684210526315789,0.000822119485124524,7,7
#,"21.424,47.776","14.05,24.515963511928007",#,#,#,#,#,#,#,#,#,"0.2689999999999999,3.1310000000000002",#,#,"2.1370000000000005,6.768",#,#,#,1.0,1.0,1.0,1,81.94239999999999,49994,49792,0.21052631578947367,0.0008320131866647044,10,10
"62.25,89.91499999999999",#,#,#,#,#,"-0.405,1.205",#,"-35.5,35.5",#,"-1.3619999999999999,7.989","47.400000000000006,112.9","0.605,2.195","1.2269999999999999,2.963",#,"0.1100000000000001,5.829637975945035","1.05,2.7375","-0.953,1.153","2.083,5.117",1.0,0.1,1.0,1,91.2,49794,49794,0.5789473684210527,0.0009260114742040879,0,0
"59.28,115.44387410932532",#,#,#,"1.995,9.405000000000001",#,"0.7707610393777689,1.536",#,#,#,#,#,"-1.408,2.408",#,"-0.09600000000000009,2.768",#,#,"-0.3825,0.9824999999999999",#,1,1.0,1.0,1,79.104,49993,49801,0.3157894736842105,0.0008031931102570193,7,7
#,#,#,"-0.3364999999999998,2.3365",#,"17.095999999999997,45.504000000000005","-0.22549999999999998,0.6255","0.024999999999999467,4.575",#,#,#,"40.6,69.6",#,"-0.19600000000000017,6.196",#,#,#,#,#,0.0,0.14539335680000004,0.68,1,77.162206271249,49999,49803,0.3157894736842105,0.0007711965488642018,17,25
"-12.14,48.975",#,#,#,#,"29.828,53.572",#,#,"-28.999999999999996,31.83087083200925",#,"-2.5700000000000003,4.57","58.701277486113476,74.0","-5.214071380743799,0.7889999999999999",#,"0.6799999999999997,9.52",#,"-0.4625000000000001,1.35",#,"1.7660000000000002,2.5850327361697802",0.0,0.03996270045581635,0.8216374269005848,1,90.62669784947859,49807,49807,0.47368421052631576,0.0009201903736605713,0,0
"-12.14,63.010000000000005",#,"1.2750000000000004,7.380310272144927","-0.38499999999999956,2.585",#,#,#,#,"-18.314485642361966,31.83087083200925","-0.9935,3.0245",#,#,"-1.913752940289903,2.8717598205059423","0.13099999999999978,2.669",#,#,#,"-0.6385000000000001,1.0385","-0.3660000000000003,3.5709999999999997",0.0,0.07775999999999998,0.6,1,69.21878298595595,49999,49807,0.47368421052631576,0.0006703782771174735,36,60
#,#,"10.849999999999998,18.55","4.118,7.682",#,"37.984,56.216",#,"-1.1750000000000003,3.3750000000000004","6.899999999999999,47.9","-0.03349999999999964,5.4335",#,#,"-0.33350000000000013,1.7335","1.7900000000000003,4.61",#,#,#,#,#,0.0,0.06092699470458736,0.5714285714285714,1,73.72,49881,49808,0.42105263157894735,0.0007485259416483044,4,7
#,#,"6.012500000000001,24.515963511928007",#,#,#,"0.8223353344765132,2.444",#,"4.700000000000003,53.2",#,#,#,#,"-4.769075667498475,6.125",#,#,#,#,"2.5445,5.4555",0,0.0,0.0,1,62.0,49813,49813,0.2631578947368421,0.0006295253443054106,0,3
#,"25.367000000000004,44.033",#,"5.09203477173228,7.522499999999999",#,"22.66123193358886,57.848",#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.7385081737104511,0.9411764705882353,1,86.3629364322304,49994,49813,0.15789473684210525,0.0008651269360154771,16,17
"52.125,71.53555799850108",#,#,"-0.3334999999999999,1.5316330627480403",#,#,#,"0.8300000000000001,5.6919484006662255",#,#,#,#,"-0.41300000000000003,0.9215","0.44499999999999984,5.744","-1.036,6.036",#,#,"-1.2285,1.2285",#,0.0,1.0,1.0,1,88.0,49815,49815,0.3684210526315789,0.0008935198435302602,1,1
"42.795,93.205","-5.597,15.997","2.7750000000000004,8.2",#,#,#,#,"-1.2,1.4000000000000001",#,#,"-1.301,3.901","-21.703164198004583,58.4","0.15449999999999986,2.6455",#,#,#,"-0.4625000000000001,0.8625","-2.0256653893538012,1.0555",#,0.0,0.048282842081079885,0.5454545454545454,1,58.0503552,49977,49816,0.47368421052631576,0.0005894220942634094,6,11
"42.795,93.205",#,"2.7750000000000004,11.025",#,"-4.044999999999999,9.445","52.343999999999994,88.31017497477735","-0.48299999999999993,0.48299999999999993","-1.6575,1.6575",#,#,#,"-21.703164198004583,58.4",#,#,#,#,"-0.4625000000000001,0.8625","-2.0256653893538012,1.0555",#,0.0,1.0,1.0,1,55.333333333333336,49977,49816,0.47368421052631576,0.0005618344470682697,3,3
#,"22.368999999999996,43.230999999999995","1.9749999999999996,16.825000000000003",#,"1.995,9.405000000000001",#,"0.7707610393777689,1.536",#,#,#,"-1.3619999999999999,4.962",#,"-1.408,2.408","0.2370000000000001,8.033000000000001",#,"-5.844206302539304,5.257","0.6853693678173494,1.0625","0.09299999999999997,0.9824999999999999","-0.3430000000000002,2.5020000000000002",1,0.03125,0.5,1,82.0,49890,49817,0.5789473684210527,0.0008325980360168333,1,2
"55.025,107.45716123610383",#,#,#,#,#,#,#,"10.500000000000004,71.9",#,#,#,#,"0.7805722980881411,3.2510000000000003","-1.4240000000000004,7.824000000000001","-2.057,4.08",#,"-0.3825,1.107",#,1.0,0.26364723082896674,0.7659574468085106,1,73.0776473671595,49995,49817,0.3157894736842105,0.0007701233235978503,36,47
"55.025,115.44387410932532",#,"2.5874999999999995,16.6125",#,#,"39.56399999999999,64.87766687502697",#,#,#,#,"0.2320000000000002,7.168",#,"1.2220000000000002,3.9779999999999998","2.4090000000000003,3.745",#,#,#,"0.09299999999999997,1.6284999999999998",#,1.0,0.46266436603796024,0.8571428571428571,1,81.053641728,49992,49820,0.3684210526315789,0.0008229890599359129,12,14
"-12.14,44.845",#,#,#,"-1.9899999999999998,5.99",#,#,#,#,#,"-2.425,5.225","43.2,90.2",#,#,#,#,#,#,#,0.0,0.17256359665582893,0.7037037037037037,1,77.32868647070424,49962,49822,0.21052631578947367,0.0007851672254057296,19,27
#,#,"10.849999999999998,18.55","4.118,7.682",#,"37.984,56.216",#,"-1.1750000000000003,3.3750000000000004","6.899999999999999,47.9",#,#,#,"-0.33350000000000013,1.7335","1.7900000000000003,4.61",#,#,#,#,#,0.0,0.010240000000000003,0.4,1,78.4,49881,49823,0.3684210526315789,0.0007960449515087774,2,5
#,#,"10.849999999999998,18.55","4.118,7.682",#,"37.984,56.216",#,"-1.1750000000000003,3.3750000000000004","6.899999999999999,47.9","-0.03349999999999964,5.4335",#,#,"-0.33350000000000013,1.7335","1.7900000000000003,4.61",#,#,#,#,"0.2469999999999999,2.9530000000000003",0.0,0.010240000000000003,0.4,1,78.4,49881,49823,0.47368421052631576,0.0007960449515087774,2,5
#,#,"-7.625000000000002,8.2","-0.3334999999999999,1.5316330627480403",#,#,#,#,#,#,#,#,"-0.41300000000000003,0.9215",#,"-1.036,6.036",#,"-0.47500000000000003,1.075",#,"-0.8325000000000002,0.4152358731228758",0.0,0.3276800000000001,0.8,2,73.114048,49962,49824,0.3157894736842105,0.0014847466529278165,8,10
#,#,"-7.625000000000002,8.2","-0.3334999999999999,1.5316330627480403",#,#,#,#,#,#,#,#,"-0.41300000000000003,0.9215",#,"-1.036,6.036",#,"-0.5,1.1",#,"-0.8325000000000002,0.4152358731228758",0.0,0.3276800000000001,0.8,1,73.114048,49962,49824,0.3157894736842105,0.0007423733264639083,8,10
#,#,#,"-0.3364999999999998,2.3365",#,"17.095999999999997,45.504000000000005",#,#,#,#,#,"40.6,69.6",#,"-0.19600000000000017,6.196",#,#,#,#,#,0.0,0.08988803537961923,0.6176470588235294,1,75.59778116366752,49999,49826,0.21052631578947367,0.0007513407977656079,21,34
#,#,#,#,#,"17.095999999999997,45.504000000000005",#,"0.024999999999999467,4.575",#,#,#,"40.6,69.6","-1.6344999999999998,2.2344999999999997","-0.19600000000000017,6.196",#,#,"-0.5250000000000001,1.125",#,#,0.0,0.06092699470458736,0.5714285714285714,1,76.57047090120004,49999,49826,0.3157894736842105,0.0007636862179656582,16,28
"-0.6550000000000011,71.53555799850108",#,"0.46249999999999947,16.137500000000003",#,"1.125,9.292206886845811",#,#,#,#,"-1.4565000000000003,3.8565000000000005",#,#,#,#,#,#,"-0.14999999999999997,0.75",#,"-0.3660000000000003,1.8840000000000001",0.0,0.0423150360584259,0.53125,1,67.14584893121835,49999,49829,0.3157894736842105,0.007734048206024298,51,96
#,#,#,"-0.3364999999999998,2.3365",#,"17.095999999999997,45.504000000000005","-0.22549999999999998,0.6255",#,#,#,#,"40.6,69.6",#,"-0.19600000000000017,6.196",#,#,#,#,#,0.0,0.08648873310982921,0.6129032258064516,1,75.77155657960623,49999,49830,0.2631578947368421,0.0007535463628573543,19,31
"2.380000000000001,33.62","5.648,21.752",#,"-0.3364999999999998,2.3365","-2.8250000000000006,7.625",#,"-0.37049999999999994,1.078025506319763",#,#,#,#,"40.6,69.6",#,"-0.19600000000000017,3.9430000000000005",#,#,#,#,#,0.0,0.2373046875,0.75,1,80.0,49874,49831,0.3684210526315789,0.0008122907668456911,3,4
#,"22.368999999999996,43.230999999999995",#,"2.0775,7.522499999999999",#,#,#,"2.4725,5.5275",#,"-0.6935,1.6935","-1.3619999999999999,4.962",#,"-1.3695,1.9695",#,"-1.4240000000000004,7.824000000000001",#,#,"0.09299999999999997,1.107",#,0,1.0,1.0,1,56.0,49884,49832,0.42105263157894735,0.0005686035367919838,2,2
